code,cpv_descr
336928005,dialysis solutions
336930004,other therapeutic products
336931005,toxins
336932006,nicotine substitutes
336933007,addiction treatment
336940001,diagnostic agents
336950008,all other non therapeutic products
336960005,reagents and contrast media
336961006,blood grouping reagents
336962007,blood testing reagents
336963008,chemical reagents
336964009,isotopic reagents
336965000,laboratory reagents
336966001,reagents for electrophoresis
336967002,urological reagents
336968003,x ray contrast media
336970002,medical preparations excluding dental consumables
336971003,enema preparations
336971106,bone reconstruction cements
336980009,clinical products
336981000,microbiological cultures
336982001,glands and their extracts
336983002,peptic substances
337000007,personal care products
337100000,perfumes toiletries and condoms
337110007,perfumes and toiletries
337111008,toilet waters
337111101,deodorants
337111204,antiperspirants
337111307,colognes
337111400,fragrances
337111503,rose water
337112009,make up preparations
337113000,manicure or pedicure preparations
337114001,beauty products
337114104,cotton buds
337114207,makeup kits
337114300,disposable personal wipes
337114403,lip balm
337114506,tattoos
337115002,skin care products
337115105,sun protection products
337115208,bath gels
337115301,shower caps
337115404,para pharmaceutical creams or lotions
337116003,hair preparations and articles
337116106,shampoos
337116209,combs
337116302,wigs
337116405,vanity kits
337117004,articles and preparations for oral or dental hygiene
337117107,toothbrushes
337117200,toothpaste
337117303,toothpicks
337117406,mouthwash
337117509,mouth fresheners
337117602,dental floss
337117705,infant soother pacifier and dummy
337117808,denture cleaning tablets
337117901,dental kits
337118005,shaving preparations
337118108,shaving creams
337119006,soap
337120004,condoms
337130001,foot care products
337200003,razors and manicure or pedicure sets
337210000,razors
337211001,razor blades
337212002,shavers
337220007,manicure or pedicure sets
337221008,manicure sets
337221101,manicure implements
337222009,pedicure sets
337222102,pedicure implements
337223000,barrettes
337300006,eye care products and corrective lenses
337310003,contact lenses
337311004,corrective lenses
337311107,intraocular lenses
337311200,spectacle lenses
337320000,contact lenses lotions
337330007,sunglasses
337340004,spectacles
337341005,frames and mountings for spectacles
337342006,glass for spectacles
337350001,goggles
337351002,protective goggles
337352003,frames and mountings for goggles
337400009,hand and nails care products
337410006,hand care products
337411007,hand cleaner
337412008,hand or body lotions
337413009,hand sanitizer
337420003,nail care products
337421004,nail clippers
337422005,nail polish
337500002,baby care products
337510009,disposable nappies
337520006,nursing pad
337600005,toilet paper handkerchiefs hand towels and serviettes
337610002,toilet paper
337620009,paper handkerchiefs
337630006,paper hand towels
337640003,paper serviettes
337700008,paper sanitary
337710005,sanitary paper products
337711006,sanitary towels or tampons
337712007,paper napkin liners
337720002,disposable paper products
337900004,laboratory hygienic or pharmaceutical glassware
337910001,hygienic glassware
337920008,pharmaceutical glassware
337930005,laboratory glassware
339000009,post mortem and mortuary equipment and supplies
339100002,pathology dissection instruments and supplies
339110009,autopsy scissors
339120006,autopsy dissection kits
339121007,autopsy dissection forceps
339130003,autopsy bullet probes
339140000,post mortem thread needles or incision clips
339141001,post mortem thread
339142002,post mortem needles
339143003,post mortem incision clips
339150007,autopsy vein directors
339160004,autopsy saw blades or accessories
339161005,autopsy saws
339170001,dissection boards or pads
339180008,cases for post mortem surgical instruments or accessories
339190005,instrument rolls for post mortem surgical instruments or accessories
339200005,autopsy equipment and supplies
339210002,bone dust collectors
339220009,cadaver transport bags
339230006,autopsy head rests body boards or hanging scales
339231007,autopsy head rests
339232008,autopsy body boards
339233009,autopsy hanging scales
339240003,autopsy infectious disease kits
339250000,post mortem identification tags or bracelets
339260007,autopsy fluid collection vacuum aspirators or tubing
339270004,post mortem rectal thermometers
339280001,post mortem finger straighteners
339290008,cadaver tissue builder kits
339300008,autopsy furniture
339310005,autopsy grossing workstations or accessories
339320002,autopsy sinks or accessories
339330009,autopsy tables or accessories
339331000,autopsy tables
339340006,necropsy tables or accessories
339350003,post mortem animal dissection tables or accessories
339360000,embalming workstations or accessories
339370007,autopsy downdraft workstations or accessories
339400001,cadaver transport and storage equipment and supplies
339410008,cadaver storage racks
339420005,cadaver carriers
339430002,cadaver scissor lift trolleys
339440009,morgue cabinet refrigerators or freezers
339450006,morgue walk in refrigerators
339460003,autopsy carts
339470000,cadaver trays
339480007,cadaver lifter or transfer devices
339490004,body transport containers
339500004,clinical forensics equipment and supplies
339510001,post mortem fingerprint or impression materials
339520008,transport equipment and auxiliary products to transportation
339530005,post mortem blood detection kits or supplies
339540002,biological evidence collection kits
339600007,embalming equipment and supplies
339610004,embalming cavity injectors
339620001,embalming vein drainage tubes
339630008,embalming fluids or chemical treatments
339640005,embalming injecting tubes
339650002,embalming sinks or accessories
339660009,embalming kits
339670006,embalming injector needles
339680003,eye caps
339700000,mortuary equipment and supplies
339710007,mortuary outfits
339720004,mortuary packs
339730001,mortuary wraps
339740008,mortuary aspirators
339750005,mortuary hardening compounds
340000007,transport equipment and auxiliary products to transportation
341000008,motor vehicles
341100001,passenger cars
341110008,estate and saloon cars
341111009,estate cars
341112000,saloon cars
341130002,4 wheel drive vehicles
341131003,jeeps
341132004,all terrain vehicles
341133005,off road vehicles
341140009,specialist vehicles
341141000,emergency vehicles
341141103,rescue vehicles
341141206,paramedic vehicles
341141213,ambulances
341141220,patient transport vehicles
341142001,police cars
341142104,prisoner transport vehicles
341143002,welfare vehicles
341144003,minibuses
341150006,other passenger cars
341152008,motor vehicles for the transport of fewer than 10 persons
341153009,second hand transport vehicles
341200004,motor vehicles for the transport of 10 or more persons
341210001,buses and coaches
341211002,public service buses
341212003,articulated buses
